COD_CLIENTE,DEPARTAMENTO,MODO_PAGAMENTO,COD_FILIAL,UF,QTDE,VALOR_TOTAL,DATA,MES_ANO
19,PNEU,CARTÃO,19,MA,4,1158.16,2024-06-18 00:00:00,06/2024
19,PNEU,OUTROS,19,MA,4,1158.16,2024-06-19 00:00:00,06/2024
54,PNEU,CARTÃO,54,RR,2,1158,2024-06-25 00:00:00,06/2024
59,PNEU,DINHEIRO,59,PA,2,1158,2024-07-04 00:00:00,07/2024
40006499,PNEU,CARTÃO,46,AP,4,1158,2024-06-29 00:00:00,06/2024
46002220,PNEU,FATURADO,46,AP,2,1158,2024-06-17 00:00:00,06/2024
41003596,PNEU,FATURADO,41,AM,4,1157.8,2024-06-12 00:00:00,06/2024
28001813,AUTOPECAS,FATURADO,40,AP,1,1157.7,2024-06-04 00:00:00,06/2024
48,PNEU,CARTÃO,48,AM,2,1157.62,2024-06-03 00:00:00,06/2024
90,PNEU,PIX,90,PA,2,1157.52,2024-06-08 00:00:00,06/2024
28002419,ELETRICA,FATURADO,55,PA,1,1157.4,2024-06-21 00:00:00,06/2024
28027320,ELETRICA,FATURADO,33,AM,3,1157.31,2024-06-26 00:00:00,06/2024
66803383,PNEU,FATURADO,67,PA,4,1157.24,2024-06-05 00:00:00,06/2024
37001861,PNEU,FATURADO,30,AM,9,1157.22,2024-06-25 00:00:00,06/2024
69003032,ELETRICA,PIX,66,PA,2,1157.2,2024-06-11 00:00:00,06/2024
90,PNEU,DINHEIRO,90,PA,2,1157.16,2024-07-04 00:00:00,07/2024
90,PNEU,PIX,90,PA,2,1157.16,2024-07-09 00:00:00,07/2024
38,ELETRICA,OUTROS,38,AM,2,1157.02,2024-06-20 00:00:00,06/2024
76,ELETRICA,OUTROS,76,AP,1,1157,2024-07-01 00:00:00,07/2024
76,PNEU,CARTÃO,76,AP,2,1157,2024-06-05 00:00:00,06/2024
92,ELETRICA,CARTÃO,92,AP,1,1157,2024-07-08 00:00:00,07/2024
28001379,ELETRICA,FATURADO,82,AM,2,1157,2024-06-26 00:00:00,06/2024
32023969,ELETRICA,FATURADO,32,AM,2,1157,2024-06-27 00:00:00,06/2024
40011855,ELETRICA,CARTÃO,92,AP,1,1157,2024-06-18 00:00:00,06/2024
67007027,PNEU,FATURADO,67,PA,4,1157,2024-06-27 00:00:00,06/2024
46002749,PNEU,CARTÃO,46,AP,2,1156.88,2024-06-19 00:00:00,06/2024
71000989,AUTOPECAS,DEPOSITO,11,MT,2,1156.42,2024-07-04 00:00:00,07/2024
28029000,LUBRIFICANTES E ADITIVOS,FATURADO,80,MA,48,1156.32,2024-06-13 00:00:00,06/2024
42,PNEU,PIX,42,AM,4,1156.08,2024-06-07 00:00:00,06/2024
20005980,LUBRIFICANTES E ADITIVOS,CARTÃO,20,MT,24,1156.08,2024-06-04 00:00:00,06/2024
68001864,ELETRICA,FATURADO,68,PA,1,1156,2024-06-05 00:00:00,06/2024
46000908,PNEU,FATURADO,76,AP,4,1155.84,2024-06-17 00:00:00,06/2024
85,PNEU,DEPOSITO,85,AM,4,1155.6,2024-07-09 00:00:00,07/2024
47000078,PNEU,FATURADO,54,RR,1,1155,2024-06-06 00:00:00,06/2024
87000065,LUBRIFICANTES E ADITIVOS,FATURADO,81,AM,1,1154.7,2024-07-04 00:00:00,07/2024
40,PNEU,CARTÃO,40,AP,4,1154.68,2024-06-10 00:00:00,06/2024
81001263,ELETRICA,FATURADO,36,AM,1,1154.5,2024-06-20 00:00:00,06/2024
28024049,PNEU,FATURADO,20,MT,2,1154.34,2024-06-03 00:00:00,06/2024
1010114,PNEU,FATURADO,5,MT,4,1154.2,2024-07-08 00:00:00,07/2024
38,ELETRICA,CARTÃO,38,AM,1,1154,2024-06-22 00:00:00,06/2024
49,PNEU,CARTÃO,49,AP,2,1154,2024-07-04 00:00:00,07/2024
28029219,ELETRICA,FATURADO,97,MA,2,1154,2024-06-20 00:00:00,06/2024
28026150,LUBRIFICANTES E ADITIVOS,FATURADO,19,MA,48,1153.92,2024-06-04 00:00:00,06/2024
28000966,PNEU,FATURADO,1,MT,4,1153.68,2024-06-14 00:00:00,06/2024
55,AUTOPECAS,OUTROS,55,PA,1,1153.22,2024-06-26 00:00:00,06/2024
60,AUTOPECAS,PIX,60,PA,1,1153.16,2024-07-04 00:00:00,07/2024
37,PNEU,PIX,37,AM,2,1153,2024-07-02 00:00:00,07/2024
58,PNEU,CARTÃO,58,PA,4,1153,2024-06-29 00:00:00,06/2024
32004565,ELETRICA,FATURADO,46,AP,2,1153,2024-06-18 00:00:00,06/2024
33005623,LUBRIFICANTES E ADITIVOS,FATURADO,32,AM,1,1152.93,2024-07-06 00:00:00,07/2024
38003835,LUBRIFICANTES E ADITIVOS,FATURADO,32,AM,1,1152.9,2024-07-04 00:00:00,07/2024
40004577,PNEU,FATURADO,92,AP,4,1152.8,2024-06-18 00:00:00,06/2024
47000081,PNEU,CARTÃO,35,RR,4,1152.8,2024-06-18 00:00:00,06/2024
58004035,ELETRICA,FATURADO,55,PA,1,1152.75,2024-06-03 00:00:00,06/2024
49000408,PNEU,FATURADO,92,AP,2,1152.7,2024-06-25 00:00:00,06/2024
60009589,PNEU,FATURADO,60,PA,4,1152.48,2024-06-27 00:00:00,06/2024
61012020,AUTOPECAS,DEPOSITO,66,PA,1,1152.4,2024-07-04 00:00:00,07/2024
31001318,LUBRIFICANTES E ADITIVOS,FATURADO,81,AM,3,1152.3,2024-06-04 00:00:00,06/2024
55003769,PNEU,PIX,55,PA,1,1152.1,2024-06-20 00:00:00,06/2024
49,PNEU,DEPOSITO,49,AP,2,1152,2024-07-02 00:00:00,07/2024
58,PNEU,DINHEIRO,58,PA,2,1152,2024-07-05 00:00:00,07/2024
60,PNEU,CARTÃO,60,PA,4,1152,2024-07-08 00:00:00,07/2024
82,LUBRIFICANTES E ADITIVOS,CARTÃO,82,AM,2,1152,2024-06-03 00:00:00,06/2024
92,ELETRICA,OUTROS,92,AP,1,1152,2024-06-15 00:00:00,06/2024
10004897,LUBRIFICANTES E ADITIVOS,FATURADO,10,MT,24,1152,2024-06-07 00:00:00,06/2024
10004897,LUBRIFICANTES E ADITIVOS,FATURADO,10,MT,24,1152,2024-07-09 00:00:00,07/2024
28010374,PNEU,PIX,41,AM,2,1152,2024-06-05 00:00:00,06/2024
32016193,PNEU,FATURADO,37,AM,4,1152,2024-07-03 00:00:00,07/2024
32031993,AUTOPECAS,FATURADO,32,AM,30,1152,2024-07-08 00:00:00,07/2024
32037134,PNEU,FATURADO,85,AM,4,1152,2024-06-28 00:00:00,06/2024
35011023,ELETRICA,FATURADO,35,RR,1,1152,2024-06-21 00:00:00,06/2024
77000857,PNEU,FATURADO,58,PA,4,1152,2024-06-07 00:00:00,06/2024
12000491,PNEU,FATURADO,6,MA,4,1151.96,2024-06-14 00:00:00,06/2024
28024522,PNEU,OUTROS,97,MA,2,1151.94,2024-06-05 00:00:00,06/2024
80000842,FILTRO,FATURADO,54,RR,7,1151.71,2024-06-06 00:00:00,06/2024
44000737,PNEU,FATURADO,44,AM,1,1151.7,2024-07-08 00:00:00,07/2024
28002663,PNEU,FATURADO,38,AM,4,1151.56,2024-06-07 00:00:00,06/2024
7,PNEU,CARTÃO,7,MA,4,1151.52,2024-06-07 00:00:00,06/2024
63,PNEU,CARTÃO,63,PA,4,1151.44,2024-06-03 00:00:00,06/2024
80000317,PNEU,CARTÃO,47,RR,2,1151.44,2024-06-14 00:00:00,06/2024
20008387,AUTOPECAS,FATURADO,20,MT,2,1151.28,2024-06-07 00:00:00,06/2024
40,PNEU,OUTROS,40,AP,1,1151.1,2024-06-07 00:00:00,06/2024
40009335,LUBRIFICANTES E ADITIVOS,FATURADO,40,AP,48,1151.04,2024-06-26 00:00:00,06/2024
36,LUBRIFICANTES E ADITIVOS,PIX,36,AM,3,1151.01,2024-07-02 00:00:00,07/2024
81,LUBRIFICANTES E ADITIVOS,DINHEIRO,81,AM,3,1151.01,2024-06-25 00:00:00,06/2024
54,PNEU,DEPOSITO,54,RR,2,1151,2024-06-07 00:00:00,06/2024
57,ELETRICA,OUTROS,57,PA,1,1151,2024-06-24 00:00:00,06/2024
66,PNEU,PIX,66,PA,2,1151,2024-07-09 00:00:00,07/2024
40,ELETRICA,CARTÃO,40,AP,1,1150.99,2024-06-07 00:00:00,06/2024
46004981,AUTOPECAS,DEPOSITO,40,AP,1,1150.86,2024-06-22 00:00:00,06/2024
68,ELETRICA,OUTROS,68,PA,1,1150.82,2024-06-17 00:00:00,06/2024
69,PNEU,CARTÃO,69,PA,2,1150.8,2024-07-09 00:00:00,07/2024
81,LUBRIFICANTES E ADITIVOS,DEPOSITO,81,AM,3,1150.8,2024-06-28 00:00:00,06/2024
82,LUBRIFICANTES E ADITIVOS,DEPOSITO,82,AM,3,1150.8,2024-06-14 00:00:00,06/2024
28026362,FILTRO,FATURADO,82,AM,15,1150.5,2024-07-05 00:00:00,07/2024
28008622,PNEU,FATURADO,86,AM,1,1150.4,2024-06-07 00:00:00,06/2024
32044858,PNEU,CARTÃO,32,AM,4,1150.4,2024-06-01 00:00:00,06/2024
39011677,PNEU,FATURADO,92,AP,4,1150.4,2024-07-02 00:00:00,07/2024
92,ELETRICA,OUTROS,92,AP,1,1150.35,2024-06-04 00:00:00,06/2024
55001758,PNEU,FATURADO,60,PA,4,1150.24,2024-06-14 00:00:00,06/2024
35,PNEU,CARTÃO,35,RR,2,1150.08,2024-06-07 00:00:00,06/2024
35,PNEU,CARTÃO,35,RR,2,1150.08,2024-06-18 00:00:00,06/2024
45,PNEU,DINHEIRO,45,RR,2,1150.08,2024-06-03 00:00:00,06/2024
45,PNEU,PIX,45,RR,2,1150.08,2024-07-02 00:00:00,07/2024
47,PNEU,DINHEIRO,47,RR,2,1150.08,2024-06-28 00:00:00,06/2024
51,PNEU,DINHEIRO,51,RR,2,1150.08,2024-06-18 00:00:00,06/2024
54,PNEU,DEPOSITO,54,RR,2,1150.08,2024-07-01 00:00:00,07/2024
15,PNEU,PIX,15,MA,4,1150,2024-06-24 00:00:00,06/2024
46,AUTOPECAS,DINHEIRO,46,AP,2,1150,2024-06-14 00:00:00,06/2024
58,PNEU,CARTÃO,58,PA,4,1150,2024-06-17 00:00:00,06/2024
58,PNEU,CARTÃO,58,PA,4,1150,2024-07-09 00:00:00,07/2024
5000324,ELETRICA,FATURADO,5,MT,2,1150,2024-07-06 00:00:00,07/2024
5000324,ELETRICA,FATURADO,5,MT,2,1150,2024-07-09 00:00:00,07/2024
11008286,FILTRO,FATURADO,14,MT,10,1150,2024-07-01 00:00:00,07/2024
14007922,AUTOPECAS,FATURADO,63,PA,1,1150,2024-07-09 00:00:00,07/2024
21000856,ELETRICA,FATURADO,21,MT,2,1150,2024-06-10 00:00:00,06/2024
35013374,PNEU,CARTÃO,35,RR,2,1150,2024-07-07 00:00:00,07/2024
39003947,PNEU,FATURADO,92,AP,2,1150,2024-06-12 00:00:00,06/2024
49002346,PNEU,FATURADO,49,AP,4,1150,2024-06-21 00:00:00,06/2024
58004683,ELETRICA,FATURADO,63,PA,2,1150,2024-06-06 00:00:00,06/2024
58004683,ELETRICA,FATURADO,63,PA,2,1150,2024-06-10 00:00:00,06/2024
58009952,ELETRICA,PIX,58,PA,1,1150,2024-07-04 00:00:00,07/2024
66802514,AUTOPECAS,FATURADO,70,PA,1,1150,2024-06-10 00:00:00,06/2024
66802514,AUTOPECAS,FATURADO,70,PA,1,1150,2024-06-12 00:00:00,06/2024
28025774,ELETRICA,CARTÃO,32,AM,1,1149.89,2024-06-03 00:00:00,06/2024
7,PNEU,CARTÃO,7,MA,2,1149.82,2024-07-08 00:00:00,07/2024
28020184,LUBRIFICANTES E ADITIVOS,FATURADO,19,MA,48,1149.6,2024-06-11 00:00:00,06/2024
84001000,PNEU,CARTÃO,84,MT,2,1149.56,2024-06-10 00:00:00,06/2024
40,PNEU,PIX,40,AP,1,1149.44,2024-07-02 00:00:00,07/2024
57,PNEU,CARTÃO,57,PA,4,1149.36,2024-06-13 00:00:00,06/2024
67,PNEU,CARTÃO,67,PA,4,1149.24,2024-06-19 00:00:00,06/2024
49003814,PNEU,FATURADO,4,MT,4,1149.08,2024-07-09 00:00:00,07/2024
46004404,AUTOPECAS,CARTÃO,46,AP,1,1148.49,2024-06-05 00:00:00,06/2024
44,ELETRICA,CARTÃO,44,AM,4,1148.4,2024-06-20 00:00:00,06/2024
40005532,PNEU,FATURADO,40,AP,4,1148.4,2024-07-08 00:00:00,07/2024
92,AUTOPECAS,PIX,92,AP,1,1148.16,2024-06-12 00:00:00,06/2024
28024387,PNEU,CARTÃO,13,MA,4,1148.16,2024-06-17 00:00:00,06/2024
81,ELETRICA,CARTÃO,81,AM,1,1148.1,2024-06-03 00:00:00,06/2024
68,ELETRICA,CARTÃO,68,PA,2,1148.02,2024-07-04 00:00:00,07/2024
46,AUTOPECAS,OUTROS,46,AP,1,1148,2024-06-25 00:00:00,06/2024
90,ELETRICA,OUTROS,90,PA,2,1148,2024-07-03 00:00:00,07/2024
411900,AUTOPECAS,FATURADO,81,AM,14,1148,2024-06-03 00:00:00,06/2024
28007620,PNEU,CARTÃO,65,PA,4,1148,2024-06-03 00:00:00,06/2024
90,LUBRIFICANTES E ADITIVOS,DINHEIRO,90,PA,2,1147.8,2024-06-19 00:00:00,06/2024
28021908,PNEU,CARTÃO,13,MA,4,1147.24,2024-06-03 00:00:00,06/2024
51018402,LUBRIFICANTES E ADITIVOS,PIX,51,RR,48,1147.2,2024-07-03 00:00:00,07/2024
18,PNEU,CARTÃO,18,AM,2,1147.14,2024-07-02 00:00:00,07/2024
20,PNEU,CARTÃO,20,MT,4,1147,2024-06-26 00:00:00,06/2024
40,PNEU,CARTÃO,40,AP,4,1147,2024-06-03 00:00:00,06/2024
56,PNEU,PIX,56,PA,2,1147,2024-07-04 00:00:00,07/2024
80,PNEU,PIX,80,MA,2,1147,2024-06-08 00:00:00,06/2024
92,ELETRICA,CARTÃO,92,AP,1,1147,2024-06-10 00:00:00,06/2024
41,PNEU,CARTÃO,41,AM,2,1146.96,2024-06-17 00:00:00,06/2024
90,PNEU,CARTÃO,90,PA,2,1146.78,2024-07-06 00:00:00,07/2024
1,PNEU,CARTÃO,1,MT,4,1146.72,2024-06-01 00:00:00,06/2024
97,PNEU,CARTÃO,97,MA,2,1146.72,2024-06-28 00:00:00,06/2024
5,PNEU,CARTÃO,5,MT,4,1146.68,2024-06-29 00:00:00,06/2024
20,PNEU,CARTÃO,20,MT,4,1146.68,2024-06-17 00:00:00,06/2024
50002422,ELETRICA,FATURADO,10,MT,1,1146.59,2024-06-06 00:00:00,06/2024
12,PNEU,PIX,12,MA,3,1146,2024-06-19 00:00:00,06/2024
14,ELETRICA,OUTROS,14,MT,2,1146,2024-06-07 00:00:00,06/2024
76,PNEU,CARTÃO,76,AP,4,1146,2024-06-19 00:00:00,06/2024
14016223,ELETRICA,DEPOSITO,14,MT,2,1146,2024-06-20 00:00:00,06/2024
46004590,PNEU,FATURADO,46,AP,2,1146,2024-06-07 00:00:00,06/2024
55004111,ELETRICA,FATURADO,72,PA,1,1146,2024-07-03 00:00:00,07/2024
65002257,ELETRICA,OUTROS,71,PA,1,1146,2024-07-08 00:00:00,07/2024
66801223,LUBRIFICANTES E ADITIVOS,FATURADO,68,PA,60,1146,2024-07-03 00:00:00,07/2024
72001791,ELETRICA,FATURADO,72,PA,1,1146,2024-07-05 00:00:00,07/2024
40107234,PNEU,FATURADO,4,MT,4,1145.92,2024-07-09 00:00:00,07/2024
19,PNEU,CARTÃO,19,MA,2,1145.84,2024-06-22 00:00:00,06/2024
39009278,PNEU,CARTÃO,49,AP,2,1145.8,2024-06-17 00:00:00,06/2024
28026362,LUBRIFICANTES E ADITIVOS,FATURADO,82,AM,1,1145.7,2024-06-19 00:00:00,06/2024
28003687,PNEU,FATURADO,18,AM,2,1145.6,2024-06-12 00:00:00,06/2024
28020192,AUTOPECAS,FATURADO,15,MA,1,1145.43,2024-06-06 00:00:00,06/2024
15900832,PNEU,FATURADO,15,MA,2,1145.42,2024-06-13 00:00:00,06/2024
28007193,AUTOPECAS,FATURADO,54,RR,2,1145.42,2024-06-10 00:00:00,06/2024
28001389,PNEU,FATURADO,58,PA,1,1145.15,2024-06-29 00:00:00,06/2024
59,PNEU,CARTÃO,59,PA,4,1145.08,2024-06-01 00:00:00,06/2024
3,ELETRICA,PIX,3,MT,2,1145.04,2024-06-24 00:00:00,06/2024
28028482,ELETRICA,DEPOSITO,14,MT,2,1145.04,2024-06-27 00:00:00,06/2024
28028482,ELETRICA,FATURADO,14,MT,2,1145.04,2024-06-20 00:00:00,06/2024
43,PNEU,PIX,43,AM,4,1145,2024-07-06 00:00:00,07/2024
58,ELETRICA,CARTÃO,58,PA,1,1145,2024-06-03 00:00:00,06/2024
96,PNEU,OUTROS,96,RR,4,1145,2024-06-24 00:00:00,06/2024
40,PNEU,CARTÃO,40,AP,2,1144.8,2024-07-04 00:00:00,07/2024
40007358,FILTRO,FATURADO,46,AP,20,1144.4,2024-07-04 00:00:00,07/2024
73,PNEU,CARTÃO,73,PA,4,1144.28,2024-06-27 00:00:00,06/2024
28004174,PNEU,FATURADO,58,PA,2,1144.26,2024-06-12 00:00:00,06/2024
58,PNEU,CARTÃO,58,PA,4,1144.12,2024-06-08 00:00:00,06/2024
90,PNEU,CARTÃO,90,PA,4,1144.12,2024-06-17 00:00:00,06/2024
20214752,PNEU,FATURADO,1,MT,4,1144.12,2024-06-13 00:00:00,06/2024
46001901,PNEU,FATURADO,40,AP,2,1144.12,2024-06-21 00:00:00,06/2024
76,PNEU,CARTÃO,76,AP,2,1144,2024-06-08 00:00:00,06/2024
35001645,ELETRICA,FATURADO,54,RR,1,1144,2024-06-18 00:00:00,06/2024
40002905,PNEU,DEPOSITO,49,AP,4,1144,2024-06-27 00:00:00,06/2024
28016139,ELETRICA,FATURADO,35,RR,2,1143.8,2024-07-01 00:00:00,07/2024
72001350,PNEU,FATURADO,22,MT,4,1143.72,2024-06-17 00:00:00,06/2024
35011023,LUBRIFICANTES E ADITIVOS,FATURADO,35,RR,3,1143.69,2024-07-03 00:00:00,07/2024
40006541,PNEU,FATURADO,40,AP,2,1143.66,2024-07-01 00:00:00,07/2024
19,PNEU,CARTÃO,19,MA,2,1143.48,2024-06-18 00:00:00,06/2024
35000491,LUBRIFICANTES E ADITIVOS,CARTÃO,54,RR,3,1143.3,2024-06-22 00:00:00,06/2024
37003629,PNEU,CARTÃO,37,AM,4,1143.28,2024-07-09 00:00:00,07/2024
45,PNEU,CARTÃO,45,RR,4,1143.24,2024-06-25 00:00:00,06/2024
51,PNEU,CARTÃO,51,RR,4,1143.24,2024-07-06 00:00:00,07/2024
51000069,PNEU,CARTÃO,54,RR,4,1143.24,2024-06-27 00:00:00,06/2024
58,ELETRICA,OUTROS,58,PA,1,1143.13,2024-06-13 00:00:00,06/2024
3,ELETRICA,OUTROS,3,MT,1,1143,2024-06-18 00:00:00,06/2024
15,PNEU,DEPOSITO,15,MA,1,1143,2024-06-27 00:00:00,06/2024
57,ELETRICA,OUTROS,57,PA,1,1143,2024-06-05 00:00:00,06/2024
57,ELETRICA,PIX,57,PA,1,1143,2024-06-25 00:00:00,06/2024
58,ELETRICA,DINHEIRO,58,PA,1,1143,2024-06-25 00:00:00,06/2024
59,ELETRICA,DEPOSITO,59,PA,1,1143,2024-06-10 00:00:00,06/2024
59,ELETRICA,OUTROS,59,PA,1,1143,2024-06-15 00:00:00,06/2024
58007403,ELETRICA,FATURADO,58,PA,1,1143,2024-06-12 00:00:00,06/2024
65003416,PNEU,CARTÃO,65,PA,2,1142.76,2024-07-06 00:00:00,07/2024
50,PNEU,CARTÃO,50,MT,4,1142.52,2024-07-08 00:00:00,07/2024
1011710,PNEU,CARTÃO,1,MT,4,1142.52,2024-07-09 00:00:00,07/2024
40,PNEU,PIX,40,AP,1,1142,2024-07-03 00:00:00,07/2024
55,ELETRICA,OUTROS,55,PA,1,1142,2024-06-06 00:00:00,06/2024
72,ELETRICA,DEPOSITO,72,PA,1,1142,2024-06-10 00:00:00,06/2024
71002532,ELETRICA,OUTROS,71,PA,1,1142,2024-06-05 00:00:00,06/2024
47,ELETRICA,DINHEIRO,47,RR,2,1141.8,2024-07-03 00:00:00,07/2024
28021874,PNEU,FATURADO,6,MA,4,1141.76,2024-07-04 00:00:00,07/2024
60006749,ELETRICA,FATURADO,72,PA,3,1141.71,2024-07-03 00:00:00,07/2024
37002071,PNEU,FATURADO,37,AM,2,1141.6,2024-06-17 00:00:00,06/2024
40000883,PNEU,FATURADO,40,AP,4,1141.6,2024-06-08 00:00:00,06/2024
40000883,PNEU,FATURADO,40,AP,4,1141.6,2024-06-20 00:00:00,06/2024
40000883,PNEU,FATURADO,40,AP,4,1141.6,2024-06-22 00:00:00,06/2024
46001901,PNEU,FATURADO,46,AP,4,1141.48,2024-06-17 00:00:00,06/2024
48000315,AUTOPECAS,FATURADO,48,AM,1,1141.42,2024-06-24 00:00:00,06/2024
28000421,PNEU,FATURADO,46,AP,2,1141.4,2024-06-17 00:00:00,06/2024
39010166,PNEU,PIX,92,AP,4,1141.4,2024-07-03 00:00:00,07/2024
40004741,PNEU,FATURADO,49,AP,2,1141.4,2024-06-20 00:00:00,06/2024
32037614,PNEU,OUTROS,89,AM,4,1141.32,2024-06-01 00:00:00,06/2024
28013772,ELETRICA,FATURADO,90,PA,1,1141.1,2024-07-03 00:00:00,07/2024
90002065,ELETRICA,FATURADO,68,PA,1,1141.09,2024-07-03 00:00:00,07/2024
72001350,PNEU,FATURADO,22,MT,4,1141.08,2024-06-19 00:00:00,06/2024
40,PNEU,OUTROS,40,AP,4,1141,2024-07-05 00:00:00,07/2024
32003520,LUBRIFICANTES E ADITIVOS,FATURADO,32,AM,3,1140.9,2024-06-24 00:00:00,06/2024
46,PNEU,CARTÃO,46,AP,4,1140.76,2024-07-09 00:00:00,07/2024
66,PNEU,CARTÃO,66,PA,4,1140.56,2024-07-02 00:00:00,07/2024
28021133,ELETRICA,FATURADO,97,MA,2,1140.56,2024-06-24 00:00:00,06/2024
28021133,ELETRICA,FATURADO,97,MA,2,1140.56,2024-06-26 00:00:00,06/2024
66,PNEU,CARTÃO,66,PA,4,1140.52,2024-07-02 00:00:00,07/2024
28000500,PNEU,DEPOSITO,31,AM,4,1140.2,2024-07-04 00:00:00,07/2024
1,PNEU,CARTÃO,1,MT,2,1140,2024-06-24 00:00:00,06/2024
43,PNEU,DINHEIRO,43,AM,1,1140,2024-06-01 00:00:00,06/2024
63,PNEU,OUTROS,63,PA,4,1140,2024-07-08 00:00:00,07/2024
68,ELETRICA,CARTÃO,68,PA,1,1140,2024-06-05 00:00:00,06/2024
68,PNEU,CARTÃO,68,PA,4,1140,2024-06-08 00:00:00,06/2024
70,PNEU,CARTÃO,70,PA,4,1140,2024-07-02 00:00:00,07/2024
71,PNEU,PIX,71,PA,4,1140,2024-06-14 00:00:00,06/2024
92,PNEU,DEPOSITO,92,AP,2,1140,2024-06-24 00:00:00,06/2024
32008426,FILTRO,FATURADO,18,AM,60,1140,2024-06-10 00:00:00,06/2024
35004133,PNEU,FATURADO,54,RR,1,1140,2024-06-13 00:00:00,06/2024
63011926,ELETRICA,FATURADO,63,PA,2,1140,2024-06-06 00:00:00,06/2024
66,PNEU,CARTÃO,66,PA,4,1139.88,2024-06-08 00:00:00,06/2024
76,PNEU,PIX,76,AP,4,1139.76,2024-06-04 00:00:00,06/2024
28015058,PNEU,CARTÃO,45,RR,4,1139.48,2024-06-06 00:00:00,06/2024
69002931,PNEU,OUTROS,69,PA,4,1139.36,2024-06-03 00:00:00,06/2024
61,PNEU,CARTÃO,61,PA,4,1139.2,2024-06-15 00:00:00,06/2024
12000804,ELETRICA,FATURADO,12,MA,4,1139.12,2024-06-13 00:00:00,06/2024
68,PNEU,CARTÃO,68,PA,4,1139.04,2024-06-15 00:00:00,06/2024
20205765,PNEU,FATURADO,17,MT,4,1139.04,2024-06-18 00:00:00,06/2024
57,PNEU,PIX,57,PA,2,1139,2024-06-07 00:00:00,06/2024
68,ELETRICA,CARTÃO,68,PA,1,1139,2024-06-13 00:00:00,06/2024
28006580,PNEU,CARTÃO,37,AM,4,1139,2024-07-05 00:00:00,07/2024
53011512,PNEU,FATURADO,18,AM,4,1139,2024-06-05 00:00:00,06/2024
63016479,FILTRO,FATURADO,63,PA,10,1139,2024-07-02 00:00:00,07/2024
79001091,ELETRICA,FATURADO,79,AP,1,1139,2024-06-21 00:00:00,06/2024
48,ELETRICA,CARTÃO,48,AM,1,1138.97,2024-06-20 00:00:00,06/2024
28025754,PNEU,FATURADO,19,MA,2,1138.9,2024-06-12 00:00:00,06/2024
5123800,ELETRICA,FATURADO,4,MT,2,1138.78,2024-07-02 00:00:00,07/2024
54004374,PNEU,FATURADO,88,AM,5,1138.5,2024-06-13 00:00:00,06/2024
28013821,ELETRICA,FATURADO,90,PA,4,1138.4,2024-07-02 00:00:00,07/2024
28015428,AUTOPECAS,FATURADO,15,MA,1,1138.11,2024-06-25 00:00:00,06/2024
28020660,AUTOPECAS,FATURADO,13,MA,1,1138.11,2024-06-10 00:00:00,06/2024
58,PNEU,CARTÃO,58,PA,4,1138,2024-06-29 00:00:00,06/2024
58,PNEU,OUTROS,58,PA,4,1138,2024-07-08 00:00:00,07/2024
76,PNEU,PIX,76,AP,2,1138,2024-06-08 00:00:00,06/2024
28015208,FILTRO,FATURADO,89,AM,20,1138,2024-07-01 00:00:00,07/2024
40000584,LUBRIFICANTES E ADITIVOS,FATURADO,40,AP,2,1138,2024-06-23 00:00:00,06/2024
60005361,PNEU,CARTÃO,60,PA,4,1138,2024-06-08 00:00:00,06/2024
52,PNEU,CARTÃO,52,MT,4,1137.88,2024-06-18 00:00:00,06/2024
46,PNEU,CARTÃO,46,AP,2,1137.84,2024-07-01 00:00:00,07/2024
28020226,PNEU,FATURADO,12,MA,4,1137.8,2024-07-09 00:00:00,07/2024
48,AUTOPECAS,CARTÃO,48,AM,1,1137.6,2024-07-06 00:00:00,07/2024
49,PNEU,CARTÃO,49,AP,4,1137.6,2024-06-05 00:00:00,06/2024
66,PNEU,CARTÃO,66,PA,4,1137.6,2024-07-08 00:00:00,07/2024
76,PNEU,CARTÃO,76,AP,1,1137.54,2024-06-12 00:00:00,06/2024
74000128,ELETRICA,FATURADO,55,PA,2,1137.2,2024-06-18 00:00:00,06/2024
54,ELETRICA,DINHEIRO,54,RR,1,1137,2024-07-09 00:00:00,07/2024
74,PNEU,PIX,74,AM,1,1137,2024-06-03 00:00:00,06/2024
43,PNEU,CARTÃO,43,AM,3,1136.88,2024-07-03 00:00:00,07/2024
66,PNEU,OUTROS,66,PA,2,1136,2024-06-15 00:00:00,06/2024
35010301,PNEU,FATURADO,54,RR,4,1135.8,2024-06-10 00:00:00,06/2024
28023046,PNEU,FATURADO,60,PA,2,1135.42,2024-07-06 00:00:00,07/2024
45,PNEU,PIX,45,RR,2,1135.24,2024-06-13 00:00:00,06/2024
90,PNEU,CARTÃO,90,PA,2,1135.2,2024-06-04 00:00:00,06/2024
28002464,PNEU,FATURADO,40,AP,4,1135.16,2024-07-08 00:00:00,07/2024
49,PNEU,CARTÃO,49,AP,2,1135,2024-06-11 00:00:00,06/2024
61,PNEU,OUTROS,61,PA,4,1135,2024-06-17 00:00:00,06/2024
90,PNEU,CARTÃO,90,PA,4,1134.72,2024-06-27 00:00:00,06/2024
53008758,LUBRIFICANTES E ADITIVOS,FATURADO,18,AM,1,1134.6,2024-06-28 00:00:00,06/2024
65000909,AUTOPECAS,CARTÃO,65,PA,2,1134.52,2024-06-10 00:00:00,06/2024
